1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Predicted 2017,2015-2016 Fold Change,2015-2016 Percent Increase
8048,8407,9492,11917,12939,13755,14917,17545,18515,19582,20422,21088,22784,23164,25050,28647,33091,42249,49068,5.025454978,0.276751987
